iter	Passed	Remaining
398	4306	6486
399	4314	6472
400	4323	6458
401	4331	6443
402	4340	6430
403	4348	6415
404	4357	6401
405	4365	6387
406	4374	6373
407	4382	6359
408	4391	6345
409	4399	6331
410	4408	6318
411	4418	6305
412	4426	6291
413	4435	6277
414	4443	6263
415	4451	6249
416	4460	6236
417	4468	6222
418	4477	6208
419	4486	6195
420	4494	6181
421	4502	6166
422	4510	6152
423	4519	6139
424	4527	6125
425	4535	6111
426	4543	6097
427	4552	6083
428	4560	6070
429	4568	6056
430	4577	6042
431	4585	6028
432	4594	6015
433	4602	6002
434	4610	5988
435	4618	5974
436	4627	5961
437	4635	5948
438	4644	5934
439	4653	5922
440	4660	5907
441	4668	5893
442	4677	5881
443	4686	5868
444	4694	5854
445	4702	5841
446	4711	5828
447	4719	5815
448	4727	5801
449	4736	5789
450	4746	5778
451	4758	5768
452	4768	5757
453	4778	5746
454	4788	5735
455	4798	5724
456	4810	5716
457	4819	5703
458	4829	5691
459	4840	5682
460	4849	5670
461	4857	5656
462	4867	5644
463	4875	5632
464	4885	5620
465	4893	5607
466	4901	5594
467	4909	5581
468	4918	5568
469	4926	5555
470	4935	5542
471	4943	5529
472	4951	5516
473	4960	5504
474	4968	5491
475	4976	5478
476	4985	5466
477	4993	5453
478	5001	5440
479	5010	5427
480	5018	5415
481	5026	5401
482	5035	5389
483	5043	5376
484	5051	5364
485	5059	5351
486	5067	5338
487	5076	5325
488	5085	5313
489	5092	5300
490	5101	5288
491	5112	5278
492	5121	5266
493	5130	5255
494	5138	5242
495	5147	5230
496	5156	5218
497	5164	5205
498	5171	5192
499	5180	5180
500	5188	5167
501	5197	5155
502	5205	5143
503	5213	5130
504	5222	5119
505	5230	5106
506	5238	5093
507	5247	5082
508	5255	5069
509	5263	5057
510	5272	5045
511	5280	5033
512	5288	5020
513	5297	5009
514	5305	4996
515	5314	4984
516	5322	4972
517	5330	4960
518	5338	4947
519	5346	4935
520	5355	4923
521	5363	4911
522	5371	4899
523	5380	4887
524	5389	4875
525	5397	4864
526	5406	4852
527	5415	4841
528	5423	4829
529	5432	4817
530	5441	4806
531	5449	4793
532	5459	4783
533	5469	4772
534	5477	4760
535	5485	4748
536	5494	4737
537	5504	4726
538	5513	4715
539	5521	4703
540	5530	4691
541	5537	4679
542	5546	4667
543	5554	4656
544	5561	4643
545	5570	4632
546	5578	4620
547	5587	4608
548	5596	4597
549	5603	4585
550	5612	4573
551	5621	4561
552	5630	4551
553	5639	4540
554	5648	4528
555	5657	4517
556	5665	4506
557	5675	4495
558	5683	4483
559	5691	4472
560	5700	4461
561	5708	4449
562	5716	4437
563	5725	4426
564	5733	4414
565	5741	4402
566	5750	4391
567	5758	4379
568	5765	4367
569	5774	4356
570	5782	4344
571	5790	4332
572	5799	4321
573	5807	4310
574	5815	4298
575	5824	4287
576	5831	4275
577	5840	4263
578	5849	4253
579	5857	4241
580	5866	4230
581	5874	4218
582	5882	4207
583	5890	4196
584	5899	4184
585	5907	4173
586	5916	4162
587	5924	4151
588	5932	4139
589	5940	4128
590	5949	4117
591	5957	4105
592	5966	4094
593	5973	4083
594	5982	4072
595	5991	4061
596	5999	4049
597	6007	4038
598	6017	4028
599	6025	4017
600	6035	4006
601	6043	3995
602	6051	3984
603	6060	3973
604	6068	3962
605	6076	3951
606	6085	3940
607	6094	3929
608	6102	3917
609	6111	3907
610	6118	3895
611	6128	3885
612	6137	3874
613	6145	3863
614	6155	3853
615	6164	3843
616	6173	3831
617	6182	3821
618	6194	3812
619	6209	3805
620	6218	3795
621	6229	3785
622	6242	3777
623	6270	3778
624	6291	3775
625	6318	3774
626	6342	3773
627	6363	3769
628	6392	3770
629	6407	3762
630	6424	3757
631	6442	3751
632	6461	3746
633	6480	3741
634	6516	3745
635	6542	3744
636	6560	3738
637	6578	3732
638	6599	3728
639	6626	3727
640	6645	3722
641	6663	3715
642	6681	3709
643	6700	3704
644	6717	3697
645	6736	3691
646	6750	3683
647	6769	3677
648	6788	3671
649	6810	3667
650	6826	3659
651	6847	3654
652	6870	3650
653	6889	3644
654	6906	3638
655	6922	3630
656	6939	3622
657	6951	3613
658	6965	3604
659	6977	3594
660	6993	3586
661	7010	3579
662	7026	3571
663	7041	3563
664	7058	3555
665	7077	3549
666	7092	3540
667	7109	3533
668	7122	3523
669	7137	3515
670	7151	3506
671	7165	3497
672	7178	3487
673	7191	3478
674	7204	3469
675	7219	3460
676	7249	3458
677	7277	3456
678	7303	3452
679	7321	3445
680	7337	3437
681	7347	3425
682	7369	3420
683	7399	3418
684	7421	3412
685	7433	3402
686	7444	3391
687	7454	3380
688	7462	3368
689	7474	3357
690	7486	3347
691	7515	3345
692	7531	3336
693	7551	3329
694	7563	3319
695	7573	3308
696	7583	3296
697	7592	3284
698	7602	3273
699	7611	3261
700	7619	3250
701	7628	3238
702	7637	3226
703	7645	3214
704	7653	3202
705	7662	3191
706	7671	3179
707	7679	3167
708	7688	3155
709	7698	3144
710	7708	3133
711	7718	3122
712	7728	3111
713	7738	3099
714	7748	3088
715	7758	3077
716	7769	3066
717	7780	3055
718	7790	3044
719	7800	3033
720	7811	3022
721	7821	3011
722	7831	3000
723	7840	2988
724	7849	2977
725	7858	2966
726	7868	2954
727	7877	2943
728	7887	2932
729	7896	2920
730	7904	2908
731	7914	2897
732	7924	2886
733	7936	2876
734	7946	2864
735	7954	2853
736	7963	2841
737	7973	2830
738	7983	2819
739	7993	2808
740	8002	2797
741	8011	2785
742	8020	2774
743	8030	2763
744	8040	2752
745	8049	2740
746	8059	2729
747	8068	2718
748	8078	2707
749	8089	2696
750	8097	2684
751	8107	2673
752	8117	2662
753	8126	2651
754	8135	2639
755	8144	2628
756	8155	2617
757	8163	2606
758	8172	2594
759	8181	2583
760	8190	2572
761	8200	2561
762	8210	2550
763	8219	2538
764	8228	2527
765	8237	2516
766	8245	2504
767	8255	2493
768	8264	2482
769	8273	2471
770	8282	2460
771	8290	2448
772	8299	2437
773	8309	2426
774	8320	2415
775	8329	2404
776	8338	2393
777	8347	2381
778	8357	2370
779	8367	2360
780	8376	2348
781	8386	2337
782	8397	2327
783	8409	2316
784	8420	2306
785	8429	2295
786	8438	2283
787	8448	2272
788	8458	2261
789	8468	2250
790	8476	2239
791	8485	2228
792	8496	2217
793	8510	2207
794	8518	2196
795	8529	2185
796	8537	2174
797	8547	2163
798	8556	2152
799	8566	2141
800	8574	2130
801	8583	2119
802	8593	2108
803	8602	2097
804	8612	2086
805	8621	2075
806	8631	2064
807	8641	2053
808	8649	2042
809	8660	2031
810	8671	2020
811	8681	2009
812	8690	1998
813	8699	1987
814	8709	1977
815	8718	1965
816	8727	1954
817	8737	1944
818	8746	1932
819	8755	1921
820	8764	1910
821	8774	1899
822	8782	1888
823	8792	1878
824	8802	1867
825	8811	1856
826	8820	1845
827	8829	1834
828	8838	1823
829	8848	1812
830	8856	1801
831	8866	1790
832	8876	1779
833	8885	1768
834	8894	1757
835	8904	1746
836	8913	1735
837	8922	1724
838	8931	1713
839	8940	1703
840	8949	1691
841	8958	1681
842	8969	1670
843	8982	1660
844	8992	1649
845	9000	1638
846	9010	1627
847	9018	1616
848	9028	1605
849	9038	1594
850	9047	1584
851	9057	1573
852	9069	1562
853	9079	1552
854	9089	1541
855	9098	1530
856	9107	1519
857	9116	1508
858	9125	1497
859	9134	1486
860	9143	1476
861	9152	1465
862	9160	1454
863	9169	1443
864	9178	1432
865	9187	1421
866	9196	1410
867	9206	1400
868	9215	1389
869	9224	1378
870	9232	1367
871	9244	1357
872	9254	1346
873	9264	1335
874	9276	1325
875	9287	1314
876	9297	1303
877	9307	1293
878	9320	1283
879	9336	1273
880	9348	1262
881	9357	1251
882	9367	1241
883	9378	1230
884	9391	1220
885	9406	1210
886	9419	1200
887	9433	1189
888	9446	1179
889	9456	1168
890	9469	1158
891	9482	1148
892	9493	1137
893	9506	1127
894	9522	1117
895	9533	1106
896	9545	1096
897	9557	1085
898	9568	1074
899	9581	1064
900	9591	1053
901	9602	1043
902	9614	1032
903	9625	1022
904	9646	1012
905	9656	1001
906	9668	991
907	9679	980
908	9689	969
909	9700	959
910	9711	948
911	9721	938
912	9734	927
913	9745	916
914	9757	906
915	9769	895
916	9780	885
917	9792	874
918	9803	864
919	9817	853
920	9828	843
921	9840	832
922	9850	821
923	9873	812
924	9886	801
925	9901	791
926	9914	780
927	9926	770
928	9937	759
929	9950	748
930	9960	738
931	9971	727
932	9983	716
933	9994	706
934	10005	695
935	10015	684
936	10026	674
937	10038	663
938	10066	653
939	10083	643
940	10097	633
941	10110	622
942	10144	613
943	10162	602
944	10188	592
945	10200	582
946	10211	571
947	10225	560
948	10237	550
949	10249	539
950	10261	528
951	10287	518
952	10298	507
953	10311	497
954	10324	486
955	10337	475
956	10349	465
957	10361	454
958	10376	443
959	10389	432
960	10409	422
961	10422	411
962	10443	401
963	10458	390
964	10475	379
965	10490	369
966	10505	358
967	10519	347
968	10536	337
969	10553	326
970	10571	315
971	10586	304
972	10601	294
973	10617	283
974	10638	272
975	10679	262
976	10702	251
977	10731	241
978	10756	230
979	10782	220
980	10805	209
981	10819	198
982	10841	187
983	10862	176
984	10881	165
985	10908	154
986	10924	143
987	10946	132
988	10962	121
989	10977	110
990	11000	99
991	11019	88
992	11035	77
993	11047	66
994	11057	55
995	11068	44
996	11079	33
997	11093	22
998	11104	11
999	11116	0
