iter	MultiClass
0	0.954291153
1	0.8452694097
2	0.7542863167
3	0.67847098
4	0.6102173015
5	0.5529786803
6	0.502139169
7	0.4595902884
8	0.4208013752
9	0.3874118989
10	0.3570607176
11	0.3271840501
12	0.3035104258
13	0.2800424323
14	0.2585943968
15	0.2398994183
16	0.2211156378
17	0.2053577766
18	0.190706982
19	0.1775735425
20	0.1655513184
21	0.1542363577
22	0.1441435186
23	0.1345079513
24	0.1262616716
25	0.1182386489
26	0.110807157
27	0.1038621328
28	0.097767244
29	0.09205465373
30	0.08724379571
31	0.08308580432
32	0.07797620853
33	0.0732033737
34	0.06895956067
35	0.06550113554
36	0.0620069574
37	0.0581824031
38	0.05495804872
39	0.05217845459
40	0.04960962763
41	0.04733696295
42	0.04525382448
43	0.04365926009
44	0.04204335582
45	0.04012859865
46	0.03870813208
47	0.03732934129
48	0.03621395398
49	0.03443736623
50	0.03351227356
51	0.03236521031
52	0.03091004777
53	0.03001938803
54	0.02889050359
55	0.02807568227
56	0.02751533969
57	0.02683826438
58	0.02603777242
59	0.02486895714
60	0.02411504623
61	0.02397711669
62	0.02357584572
63	0.02296187318
64	0.02205326036
65	0.02141499511
66	0.02132204343
67	0.0211179425
68	0.02068706674
69	0.0202107641
70	0.01988939429
71	0.01936781628
72	0.01906281592
73	0.01877869
74	0.0184552935
75	0.01839661517
76	0.01836856187
77	0.01823431988
78	0.01815786841
79	0.0177792212
80	0.01754650017
81	0.01736538664
82	0.01722583529
83	0.01718405998
84	0.01700988365
85	0.01669327876
86	0.01659863081
87	0.01652675426
88	0.01617028611
89	0.01612675788
90	0.01580834818
91	0.01542364074
92	0.01536917639
93	0.0153178401
94	0.01501928779
95	0.01494160027
96	0.01464868342
97	0.01446529721
98	0.0142556589
99	0.01406972203
100	0.01384787442
101	0.0138329757
102	0.01370566814
103	0.01348260057
104	0.01343238422
105	0.01328398069
106	0.01304639019
107	0.01283925091
108	0.01282889622
109	0.01263634671
110	0.01236980661
111	0.0121822214
112	0.01187848346
113	0.01181731298
114	0.01173775725
115	0.01164464926
116	0.01157034431
117	0.01143908653
118	0.01120904653
119	0.01118429042
120	0.0111776324
121	0.01113166773
122	0.01094713189
123	0.01089892562
124	0.01073577795
125	0.01062492679
126	0.0105516452
127	0.01051616728
128	0.01046456504
129	0.01044425296
130	0.01029787247
131	0.01021458822
132	0.01020873617
133	0.01018130613
134	0.01016383639
135	0.01005353071
136	0.009934497417
137	0.009794317646
138	0.009729268026
139	0.00969989503
140	0.009629825617
141	0.009524996194
