Stock Name,Day,Action,Stock Price,Cash,Shares Held,Portfolio Value,Date,Actual Sell
GSAT,44,Buy,1.8600000143051147,9899.950000047684,61,10013.410000920296,2024-01-03,True
GSAT,45,Buy,1.909999966621399,9890.400000214577,66,10016.459998011589,2024-01-04,True
GSAT,46,Hold,2.0299999713897705,9890.400000214577,66,10024.379998326302,2024-01-05,True
GSAT,47,Buy,2.0899999141693115,9888.310000300407,67,10028.339994549751,2024-01-08,True
GSAT,48,Buy,1.9800000190734863,9886.330000281334,68,10020.970001578331,2024-01-09,True
GSAT,49,Buy,1.9800000190734863,9884.35000026226,69,10020.970001578331,2024-01-10,True
GSAT,50,Sell,1.8799999952316284,9884.35000026226,69,10014.069999933243,2024-01-11,True
GSAT,51,Sell,1.8899999856948853,9884.35000026226,69,10014.759999275208,2024-01-12,True
GSAT,52,Sell,1.840000033378601,9886.190000295639,68,10011.310002565384,2024-01-16,True
GSAT,53,Sell,1.809999942779541,9888.000000238419,67,10009.269996404648,2024-01-17,True
GSAT,54,Sell,1.7699999809265137,9889.770000219345,66,10006.589998960495,2024-01-18,True
GSAT,55,Sell,1.6799999475479126,9898.169999957085,61,10000.649996757507,2024-01-19,True
GSAT,56,Sell,1.7300000190734863,9906.820000052452,56,10003.700001120567,2024-01-22,True
GSAT,57,Sell,1.6799999475479126,9915.219999790192,51,10000.899997115135,2024-01-23,True
GSAT,58,Sell,1.6299999952316284,9923.36999976635,46,9998.349999547005,2024-01-24,True
GSAT,59,Sell,1.6399999856948853,9931.569999694824,41,9998.809999108315,2024-01-25,True
GSAT,60,Sell,1.6100000143051147,9939.61999976635,36,9997.580000281334,2024-01-26,True
GSAT,61,Sell,1.6699999570846558,9947.969999551773,31,9999.739998221397,2024-01-29,True
GSAT,62,Sell,1.6399999856948853,9956.169999480247,26,9998.809999108315,2024-01-30,True
GSAT,63,Sell,1.590000033378601,9964.11999964714,21,9997.510000348091,2024-01-31,True
GSAT,64,Hold,1.6799999475479126,9964.11999964714,21,9999.399998545647,2024-02-01,True
GSAT,65,Sell,1.600000023841858,9964.11999964714,21,9997.72000014782,2024-02-02,True
GSAT,66,Sell,1.5800000429153442,9964.11999964714,21,9997.300000548363,2024-02-05,True
GSAT,67,Sell,1.6399999856948853,9965.759999632835,20,9998.559999346733,2024-02-06,True
GSAT,68,Sell,1.5700000524520874,9967.329999685287,19,9997.160000681877,2024-02-07,True
GSAT,69,Hold,1.649999976158142,9967.329999685287,19,9998.679999232292,2024-02-08,True
GSAT,70,Buy,1.7100000381469727,9965.61999964714,20,9999.82000041008,2024-02-09,True
GSAT,71,Buy,1.7100000381469727,9963.909999608994,21,9999.82000041008,2024-02-12,True
GSAT,72,Sell,1.600000023841858,9963.909999608994,21,9997.510000109673,2024-02-13,True
GSAT,73,Hold,1.7100000381469727,9963.909999608994,21,9999.82000041008,2024-02-14,True
GSAT,74,Buy,1.690000057220459,9962.219999551773,22,9999.400000810623,2024-02-15,True
GSAT,75,Buy,1.690000057220459,9960.529999494553,23,9999.400000810623,2024-02-16,True
GSAT,76,Buy,1.7200000286102295,9958.809999465942,24,10000.090000152588,2024-02-20,True
GSAT,77,Buy,1.6200000047683716,9957.189999461174,25,9997.689999580383,2024-02-21,True
GSAT,78,Buy,1.6100000143051147,9955.579999446869,26,9997.439999818802,2024-02-22,True
GSAT,79,Sell,1.649999976158142,9955.579999446869,26,9998.47999882698,2024-02-23,True
GSAT,80,Sell,1.659999966621399,9955.579999446869,26,9998.739998579025,2024-02-26,True
GSAT,81,Buy,1.7400000095367432,9953.839999437332,27,10000.819999694824,2024-02-27,True
GSAT,82,Sell,1.4500000476837158,9953.839999437332,27,9992.990000724792,2024-02-28,True
GSAT,83,Hold,1.559999942779541,9953.839999437332,27,9995.95999789238,2024-02-29,True
GSAT,84,Sell,1.4800000190734863,9953.839999437332,27,9993.799999952316,2024-03-01,True
GSAT,85,Sell,1.3899999856948853,9953.839999437332,27,9991.369999051094,2024-03-04,True
GSAT,86,Sell,1.3300000429153442,9955.169999480247,26,9989.750000596046,2024-03-05,True
GSAT,87,Sell,1.2699999809265137,9956.439999461174,25,9988.189998984337,2024-03-06,True
GSAT,88,Sell,1.2999999523162842,9957.73999941349,24,9988.939998269081,2024-03-07,True
GSAT,89,Sell,1.3200000524520874,9964.33999967575,19,9989.42000067234,2024-03-08,True
GSAT,90,Hold,1.4299999475479126,9964.33999967575,19,9991.509998679161,2024-03-11,True
GSAT,91,Sell,1.4600000381469727,9964.33999967575,19,9992.080000400543,2024-03-12,True
GSAT,92,Sell,1.4299999475479126,9964.33999967575,19,9991.509998679161,2024-03-13,True
GSAT,93,Sell,1.409999966621399,9965.749999642372,18,9991.129999041557,2024-03-14,True
GSAT,94,Buy,1.4700000286102295,9964.279999613762,19,9992.210000157356,2024-03-15,True
GSAT,95,Buy,1.3899999856948853,9962.889999628067,20,9990.689999341965,2024-03-18,True
GSAT,96,Buy,1.350000023841858,9961.539999604225,21,9989.890000104904,2024-03-19,True
GSAT,97,Hold,1.4600000381469727,9961.539999604225,21,9992.200000405312,2024-03-20,True
GSAT,98,Buy,1.399999976158142,9960.139999628067,22,9990.939999103546,2024-03-21,True
GSAT,99,Buy,1.3899999856948853,9958.749999642372,23,9990.719999313354,2024-03-22,True
GSAT,100,Buy,1.3799999952316284,9957.36999964714,24,9990.4899995327,2024-03-25,True
GSAT,101,Buy,1.350000023841858,9956.019999623299,25,9989.770000219345,2024-03-26,True
GSAT,102,Buy,1.3700000047683716,9954.64999961853,26,9990.269999742508,2024-03-27,True
GSAT,103,Hold,1.4700000286102295,9954.64999961853,26,9992.870000362396,2024-03-28,True
GSAT,104,Buy,1.350000023841858,9953.299999594688,27,9989.750000238419,2024-04-01,True
GSAT,105,Buy,1.3600000143051147,9951.939999580383,28,9990.019999980927,2024-04-02,True
GSAT,106,Sell,1.340000033378601,9951.939999580383,28,9989.460000514984,2024-04-03,True
GSAT,107,Sell,1.3300000429153442,9951.939999580383,28,9989.180000782013,2024-04-04,True
GSAT,108,Sell,1.340000033378601,9953.279999613762,27,9989.460000514984,2024-04-05,True
GSAT,109,Sell,1.3200000524520874,9954.599999666214,26,9988.920001029968,2024-04-08,True
GSAT,110,Sell,1.350000023841858,9955.949999690056,25,9989.700000286102,2024-04-09,True
GSAT,111,Sell,1.309999942779541,9962.499999403954,20,9988.699998259544,2024-04-10,True
GSAT,112,Sell,1.3200000524520874,9969.099999666214,15,9988.900000452995,2024-04-11,True
GSAT,113,Sell,1.3300000429153442,9975.74999988079,10,9989.050000309944,2024-04-12,True
GSAT,114,Sell,1.2999999523162842,9982.249999642372,5,9988.749999403954,2024-04-15,True
GSAT,115,Sell,1.2899999618530273,9988.699999451637,0,9988.699999451637,2024-04-16,True
GSAT,116,Sell,1.2899999618530273,9988.699999451637,0,9988.699999451637,2024-04-17,True
GSAT,117,Sell,1.25,9988.699999451637,0,9988.699999451637,2024-04-18,True
GSAT,118,Sell,1.2699999809265137,9988.699999451637,0,9988.699999451637,2024-04-19,True
GSAT,119,Sell,1.2599999904632568,9988.699999451637,0,9988.699999451637,2024-04-22,True
GSAT,120,Sell,1.2999999523162842,9988.699999451637,0,9988.699999451637,2024-04-23,True
GSAT,121,Sell,1.2799999713897705,9988.699999451637,0,9988.699999451637,2024-04-24,True
GSAT,122,Sell,1.2999999523162842,9988.699999451637,0,9988.699999451637,2024-04-25,True
GSAT,123,Buy,1.2899999618530273,9987.409999489784,1,9988.699999451637,2024-04-26,True
GSAT,124,Buy,1.2999999523162842,9986.109999537468,2,9988.7099994421,2024-04-29,True
GSAT,125,Buy,1.2899999618530273,9984.819999575615,3,9988.689999461174,2024-04-30,True
GSAT,126,Buy,1.2899999618530273,9983.529999613762,4,9988.689999461174,2024-05-01,True
GSAT,127,Buy,1.2899999618530273,9982.239999651909,5,9988.689999461174,2024-05-02,True
GSAT,128,Buy,1.2999999523162842,9975.739999890327,10,9988.73999941349,2024-05-03,True
GSAT,129,Buy,1.2799999713897705,9969.340000033379,15,9988.539999604225,2024-05-06,True
GSAT,130,Buy,1.2899999618530273,9962.890000224113,20,9988.689999461174,2024-05-07,True
GSAT,131,Buy,1.2799999713897705,9956.490000367165,25,9988.489999651909,2024-05-08,True
GSAT,132,Sell,1.2100000381469727,9956.490000367165,25,9986.740001320839,2024-05-09,True
GSAT,133,Sell,1.2300000190734863,9956.490000367165,25,9987.240000844002,2024-05-10,True
GSAT,134,Sell,1.1699999570846558,9957.66000032425,24,9985.739999294281,2024-05-13,True
GSAT,135,Sell,1.2000000476837158,9958.860000371933,23,9986.460001468658,2024-05-14,True
GSAT,136,Sell,1.2400000095367432,9960.10000038147,22,9987.380000591278,2024-05-15,True
GSAT,137,Sell,1.2300000190734863,9966.250000476837,17,9987.160000801086,2024-05-16,True
GSAT,138,Sell,1.2000000476837158,9972.250000715256,12,9986.65000128746,2024-05-17,True
GSAT,139,Sell,1.2000000476837158,9978.250000953674,7,9986.65000128746,2024-05-20,True
GSAT,140,Sell,1.1699999570846558,9984.100000739098,2,9986.440000653267,2024-05-21,True
GSAT,141,Sell,1.1399999856948853,9985.240000724792,1,9986.380000710487,2024-05-22,True
GSAT,142,Sell,1.0800000429153442,9986.320000767708,0,9986.320000767708,2024-05-23,True
GSAT,143,Sell,1.1299999952316284,9986.320000767708,0,9986.320000767708,2024-05-24,True
GSAT,144,Sell,1.090000033378601,9986.320000767708,0,9986.320000767708,2024-05-28,True
GSAT,145,Sell,1.100000023841858,9986.320000767708,0,9986.320000767708,2024-05-29,True
GSAT,146,Sell,1.1299999952316284,9986.320000767708,0,9986.320000767708,2024-05-30,True
GSAT,147,Sell,1.090000033378601,9986.320000767708,0,9986.320000767708,2024-05-31,True
GSAT,148,Sell,1.1100000143051147,9986.320000767708,0,9986.320000767708,2024-06-03,True
GSAT,149,Sell,1.1100000143051147,9986.320000767708,0,9986.320000767708,2024-06-04,True
GSAT,150,Sell,1.1100000143051147,9986.320000767708,0,9986.320000767708,2024-06-05,True
GSAT,151,Sell,1.0800000429153442,9986.320000767708,0,9986.320000767708,2024-06-06,True
GSAT,152,Buy,1.090000033378601,9985.23000073433,1,9986.320000767708,2024-06-07,True
GSAT,153,Sell,1.059999942779541,9985.23000073433,1,9986.290000677109,2024-06-10,True
GSAT,154,Hold,1.1200000047683716,9985.23000073433,1,9986.350000739098,2024-06-11,True
GSAT,155,Buy,1.1299999952316284,9984.100000739098,2,9986.36000072956,2024-06-12,True
GSAT,156,Buy,1.100000023841858,9983.000000715256,3,9986.300000786781,2024-06-13,True
GSAT,157,Buy,1.0800000429153442,9981.92000067234,4,9986.240000844002,2024-06-14,True
GSAT,158,Sell,1.0299999713897705,9981.92000067234,4,9986.0400005579,2024-06-17,True
GSAT,159,Sell,1.0399999618530273,9981.92000067234,4,9986.080000519753,2024-06-18,True
GSAT,160,Sell,1.0800000429153442,9983.000000715256,3,9986.240000844002,2024-06-20,True
GSAT,161,Sell,1.0399999618530273,9984.040000677109,2,9986.120000600815,2024-06-21,True
GSAT,162,Sell,1.059999942779541,9985.100000619888,1,9986.160000562668,2024-06-24,True
GSAT,163,Sell,1.0499999523162842,9986.150000572205,0,9986.150000572205,2024-06-25,True
GSAT,164,Sell,1.059999942779541,9986.150000572205,0,9986.150000572205,2024-06-26,True
GSAT,165,Buy,1.1100000143051147,9985.0400005579,1,9986.150000572205,2024-06-27,True
GSAT,166,Buy,1.1200000047683716,9983.920000553131,2,9986.160000562668,2024-06-28,True
GSAT,167,Buy,1.0700000524520874,9982.850000500679,3,9986.060000658035,2024-07-01,True
GSAT,168,Buy,1.090000033378601,9981.7600004673,4,9986.120000600815,2024-07-02,True
GSAT,169,Buy,1.100000023841858,9980.660000443459,5,9986.160000562668,2024-07-03,True
GSAT,170,Hold,1.2200000286102295,9980.660000443459,5,9986.76000058651,2024-07-05,True
GSAT,171,Hold,1.309999942779541,9980.660000443459,5,9987.210000157356,2024-07-08,True
GSAT,172,Buy,1.2899999618530273,9979.370000481606,6,9987.110000252724,2024-07-09,True
GSAT,173,Buy,1.2699999809265137,9978.100000500679,7,9986.990000367165,2024-07-10,True
GSAT,174,Buy,1.3300000429153442,9976.770000457764,8,9987.410000801086,2024-07-11,True
GSAT,175,Buy,1.2899999618530273,9975.48000049591,9,9987.090000152588,2024-07-12,True
GSAT,176,Buy,1.3300000429153442,9974.150000452995,10,9987.450000882149,2024-07-15,True
GSAT,177,Buy,1.2999999523162842,9967.650000691414,15,9987.149999976158,2024-07-16,True
GSAT,178,Buy,1.2599999904632568,9961.350000739098,20,9986.550000548363,2024-07-17,True
GSAT,179,Buy,1.2000000476837158,9955.350000500679,25,9985.350001692772,2024-07-18,True
GSAT,180,Sell,1.1799999475479126,9955.350000500679,25,9984.849999189377,2024-07-19,True
GSAT,181,Sell,1.2200000286102295,9955.350000500679,25,9985.850001215935,2024-07-22,True
GSAT,182,Sell,1.2599999904632568,9956.610000491142,24,9986.85000026226,2024-07-23,True
GSAT,183,Sell,1.190000057220459,9957.800000548363,23,9985.170001864433,2024-07-24,True
GSAT,184,Sell,1.2300000190734863,9959.030000567436,22,9986.090000987053,2024-07-25,True
GSAT,185,Sell,1.25,9965.280000567436,17,9986.530000567436,2024-07-26,True
GSAT,186,Sell,1.190000057220459,9971.230000853539,12,9985.510001540184,2024-07-29,True
GSAT,187,Sell,1.2000000476837158,9977.230001091957,7,9985.630001425743,2024-07-30,True
GSAT,188,Sell,1.2100000381469727,9983.280001282692,2,9985.700001358986,2024-07-31,True
GSAT,189,Sell,1.1399999856948853,9984.420001268387,1,9985.560001254082,2024-08-01,True
GSAT,190,Sell,1.100000023841858,9985.520001292229,0,9985.520001292229,2024-08-02,True
GSAT,191,Sell,1.0800000429153442,9985.520001292229,0,9985.520001292229,2024-08-05,True
GSAT,192,Sell,1.090000033378601,9985.520001292229,0,9985.520001292229,2024-08-06,True
GSAT,193,Sell,1.090000033378601,9985.520001292229,0,9985.520001292229,2024-08-07,True
GSAT,194,Hold,1.2000000476837158,9985.520001292229,0,9985.520001292229,2024-08-08,True
GSAT,195,Sell,1.1699999570846558,9985.520001292229,0,9985.520001292229,2024-08-09,True
GSAT,196,Sell,1.190000057220459,9985.520001292229,0,9985.520001292229,2024-08-12,True
GSAT,197,Buy,1.2100000381469727,9984.310001254082,1,9985.520001292229,2024-08-13,True
GSAT,198,Sell,1.2100000381469727,9984.310001254082,1,9985.520001292229,2024-08-14,True
GSAT,199,Buy,1.25,9983.060001254082,2,9985.560001254082,2024-08-15,True
GSAT,200,Buy,1.25,9981.810001254082,3,9985.560001254082,2024-08-16,True
GSAT,201,Hold,1.3300000429153442,9981.810001254082,3,9985.800001382828,2024-08-19,True
GSAT,202,Buy,1.2699999809265137,9980.540001273155,4,9985.620001196861,2024-08-20,True
GSAT,203,Hold,1.4500000476837158,9980.540001273155,4,9986.34000146389,2024-08-21,True
GSAT,204,Buy,1.409999966621399,9979.130001306534,5,9986.18000113964,2024-08-22,True
GSAT,205,Buy,1.4800000190734863,9977.65000128746,6,9986.530001401901,2024-08-23,True
GSAT,206,Buy,1.4299999475479126,9976.220001339912,7,9986.230000972748,2024-08-26,True
GSAT,207,Buy,1.3600000143051147,9974.860001325607,8,9985.740001440048,2024-08-27,True
GSAT,208,Buy,1.2400000095367432,9973.62000131607,9,9984.780001401901,2024-08-28,True
GSAT,209,Hold,1.309999942779541,9973.62000131607,9,9985.410000801086,2024-08-29,True
GSAT,210,Sell,1.25,9973.62000131607,9,9984.87000131607,2024-08-30,True
GSAT,211,Sell,1.2799999713897705,9973.62000131607,9,9985.140001058578,2024-09-03,True
GSAT,212,Buy,1.2799999713897705,9972.34000134468,10,9985.140001058578,2024-09-04,True
GSAT,213,Sell,1.2699999809265137,9972.34000134468,10,9985.040001153946,2024-09-05,True
GSAT,214,Sell,1.25,9972.34000134468,10,9984.84000134468,2024-09-06,True
GSAT,215,Sell,1.2599999904632568,9973.600001335144,9,9984.940001249313,2024-09-09,True
GSAT,216,Sell,1.2699999809265137,9974.87000131607,8,9985.030001163483,2024-09-10,True
GSAT,217,Sell,1.2100000381469727,9976.080001354218,7,9984.550001621246,2024-09-11,True
GSAT,218,Sell,1.1799999475479126,9981.980001091957,2,9984.340000987053,2024-09-12,True
GSAT,219,Sell,1.1699999570846558,9983.150001049042,1,9984.320001006126,2024-09-13,True
GSAT,220,Sell,1.2000000476837158,9984.350001096725,0,9984.350001096725,2024-09-16,True
GSAT,221,Sell,1.1699999570846558,9984.350001096725,0,9984.350001096725,2024-09-17,True
GSAT,222,Sell,1.190000057220459,9984.350001096725,0,9984.350001096725,2024-09-18,True
GSAT,223,Sell,1.2200000286102295,9984.350001096725,0,9984.350001096725,2024-09-19,True
GSAT,224,Sell,1.2300000190734863,9984.350001096725,0,9984.350001096725,2024-09-20,True
GSAT,225,Sell,1.190000057220459,9984.350001096725,0,9984.350001096725,2024-09-23,True
GSAT,226,Sell,1.1799999475479126,9984.350001096725,0,9984.350001096725,2024-09-24,True
GSAT,227,Buy,1.2300000190734863,9983.120001077652,1,9984.350001096725,2024-09-25,True
GSAT,228,Buy,1.2000000476837158,9981.920001029968,2,9984.320001125336,2024-09-26,True
GSAT,229,Buy,1.2300000190734863,9980.690001010895,3,9984.380001068115,2024-09-27,True
GSAT,230,Buy,1.2400000095367432,9979.450001001358,4,9984.410001039505,2024-09-30,True
GSAT,231,Buy,1.1799999475479126,9978.27000105381,5,9984.17000079155,2024-10-01,True
GSAT,232,Sell,1.1699999570846558,9978.27000105381,5,9984.120000839233,2024-10-02,True
GSAT,233,Sell,1.1699999570846558,9978.27000105381,5,9984.120000839233,2024-10-03,True
GSAT,234,Sell,1.2000000476837158,9979.470001101494,4,9984.270001292229,2024-10-04,True
GSAT,235,Sell,1.1699999570846558,9980.640001058578,3,9984.150000929832,2024-10-07,True
GSAT,236,Buy,1.190000057220459,9979.450001001358,4,9984.21000123024,2024-10-08,True
GSAT,237,Sell,1.2100000381469727,9979.450001001358,4,9984.290001153946,2024-10-09,True
GSAT,238,Sell,1.2000000476837158,9979.450001001358,4,9984.250001192093,2024-10-10,True
GSAT,239,Sell,1.2000000476837158,9980.650001049042,3,9984.250001192093,2024-10-11,True
GSAT,240,Sell,1.190000057220459,9981.840001106262,2,9984.220001220703,2024-10-14,True
GSAT,241,Buy,1.190000057220459,9980.650001049042,3,9984.220001220703,2024-10-15,True
GSAT,242,Buy,1.2100000381469727,9979.440001010895,4,9984.280001163483,2024-10-16,True
GSAT,243,Buy,1.2100000381469727,9978.230000972748,5,9984.280001163483,2024-10-17,True
GSAT,244,Sell,1.2000000476837158,9978.230000972748,5,9984.230001211166,2024-10-18,True
GSAT,245,Sell,1.1200000047683716,9978.230000972748,5,9983.83000099659,2024-10-21,True
GSAT,246,Sell,1.090000033378601,9979.320001006126,4,9983.68000113964,2024-10-22,True
GSAT,247,Sell,1.059999942779541,9980.380000948906,3,9983.560000777245,2024-10-23,True
GSAT,248,Sell,1.0299999713897705,9981.410000920296,2,9983.470000863075,2024-10-24,True
GSAT,249,Sell,1.0299999713897705,9982.440000891685,1,9983.470000863075,2024-10-25,True
GSAT,250,Hold,1.100000023841858,9982.440000891685,1,9983.540000915527,2024-10-28,True
GSAT,251,Sell,1.1299999952316284,9982.440000891685,1,9983.570000886917,2024-10-29,True
GSAT,252,Sell,1.0700000524520874,9982.440000891685,1,9983.510000944138,2024-10-30,True
GSAT,253,Sell,1.0499999523162842,9983.490000844002,0,9983.490000844002,2024-10-31,True
GSAT,254,Hold,1.3799999952316284,9983.490000844002,0,9983.490000844002,2024-11-01,True
GSAT,255,Buy,1.3799999952316284,9982.11000084877,1,9983.490000844002,2024-11-01,True
