Stock Name,Day,Action,Stock Price,Cash,Shares Held,Portfolio Value,Date
AEE,9,Sell,87.83499908447266,10000.0,0.0,10000.0,2024-10-22
AEP,0,Buy,97.72000122070312,9902.279998779297,1.0,10000.0,2024-10-09
AEP,1,Buy,97.22000122070312,9805.059997558594,2.0,9999.5,2024-10-10
AEP,1,Buy,100.83000183105467,9801.449996948242,2.0,10003.110000610352,2024-10-23
AEP,1,Buy,99.8949966430664,9802.38500213623,2.0,10002.174995422363,2024-10-24
AEP,1,Buy,98.47000122070312,9803.809997558594,2.0,10000.75,2024-10-25
AEP,2,Hold,98.25,9805.059997558594,2.0,10001.559997558594,2024-10-11
AEP,3,Hold,98.79000091552734,9805.059997558594,2.0,10002.639999389648,2024-10-14
AEP,4,Buy,99.66000366210938,9802.619995117188,2.0,10001.940002441406,2024-10-15
AEP,5,Buy,101.27999877929688,9801.0,2.0,10003.559997558594,2024-10-16
AEP,6,Buy,100.77999877929688,9801.5,2.0,10003.059997558594,2024-10-17
AEP,7,Buy,100.625,9801.654998779297,2.0,10002.904998779297,2024-10-18
AEP,8,Buy,100.0,9802.279998779297,2.0,10002.279998779297,2024-10-21
AEP,9,Buy,100.01000213623048,9802.269996643066,2.0,10002.290000915527,2024-10-22
AES,0,Sell,17.690000534057617,10000.0,0.0,10000.0,2024-10-09
AES,1,Sell,17.329999923706055,10000.0,0.0,10000.0,2024-10-10
AES,1,Sell,17.079999923706055,10000.0,0.0,10000.0,2024-10-23
AES,1,Sell,17.014999389648438,10000.0,0.0,10000.0,2024-10-24
AES,1,Sell,16.979999542236328,10000.0,0.0,10000.0,2024-10-25
AES,2,Hold,17.31999969482422,10000.0,0.0,10000.0,2024-10-11
AES,3,Hold,17.459999084472656,10000.0,0.0,10000.0,2024-10-14
AES,4,Sell,17.40999984741211,10000.0,0.0,10000.0,2024-10-15
AES,5,Sell,17.658199310302734,10000.0,0.0,10000.0,2024-10-16
AES,6,Sell,17.415000915527344,10000.0,0.0,10000.0,2024-10-17
AES,7,Sell,17.395000457763672,10000.0,0.0,10000.0,2024-10-18
AES,8,Sell,17.155000686645508,10000.0,0.0,10000.0,2024-10-21
AES,9,Sell,17.104999542236328,10000.0,0.0,10000.0,2024-10-22
AFL,0,Sell,111.05999755859376,10000.0,0.0,10000.0,2024-10-09
AFL,1,Hold,111.61000061035156,10000.0,0.0,10000.0,2024-10-10
AFL,1,Buy,112.13999938964844,9887.860000610352,1.0,10000.0,2024-10-23
AFL,1,Buy,112.0250015258789,9887.97499847412,1.0,10000.0,2024-10-24
AFL,1,Buy,109.42510223388672,9890.574897766111,1.0,10000.0,2024-10-25
AFL,2,Hold,113.26000213623048,10000.0,0.0,10000.0,2024-10-11
AFL,3,Buy,114.06999969482422,9885.930000305176,1.0,10000.0,2024-10-14
AFL,4,Buy,113.98999786376952,9886.01000213623,1.0,10000.0,2024-10-15
AFL,5,Buy,114.1449966430664,9885.855003356934,1.0,10000.0,2024-10-16
AFL,6,Buy,114.6500015258789,9885.34999847412,1.0,10000.0,2024-10-17
AFL,7,Buy,114.31999969482422,9885.680000305176,1.0,10000.0,2024-10-18
AFL,8,Buy,112.5500030517578,9887.449996948242,1.0,10000.0,2024-10-21
AFL,9,Buy,112.20950317382812,9887.790496826172,1.0,10000.0,2024-10-22
AIG,0,Sell,75.5999984741211,10000.0,0.0,10000.0,2024-10-09
AIG,1,Hold,76.52999877929688,10000.0,0.0,10000.0,2024-10-10
AIG,1,Sell,77.43000030517578,10000.0,0.0,10000.0,2024-10-23
AIG,1,Sell,77.3499984741211,10000.0,0.0,10000.0,2024-10-24
AIG,1,Sell,76.7300033569336,10000.0,0.0,10000.0,2024-10-25
AIG,2,Sell,77.2300033569336,10000.0,0.0,10000.0,2024-10-11
AIG,3,Sell,77.62000274658203,10000.0,0.0,10000.0,2024-10-14
AIG,4,Sell,76.9800033569336,10000.0,0.0,10000.0,2024-10-15
AIG,5,Sell,77.26499938964844,10000.0,0.0,10000.0,2024-10-16
AIG,6,Sell,78.5,10000.0,0.0,10000.0,2024-10-17
AIG,7,Sell,78.38009643554688,10000.0,0.0,10000.0,2024-10-18
AIG,8,Sell,77.61000061035156,10000.0,0.0,10000.0,2024-10-21
AIG,9,Sell,77.12000274658203,10000.0,0.0,10000.0,2024-10-22
AIZ,0,Sell,190.57000732421875,10000.0,0.0,10000.0,2024-10-09
AIZ,1,Sell,190.3300018310547,10000.0,0.0,10000.0,2024-10-10
AIZ,1,Sell,193.7100067138672,10000.0,0.0,10000.0,2024-10-23
AIZ,1,Sell,194.52999877929688,10000.0,0.0,10000.0,2024-10-24
AIZ,1,Sell,191.5,10000.0,0.0,10000.0,2024-10-25
AIZ,2,Buy,191.88999938964844,9808.110000610352,1.0,10000.0,2024-10-11
AIZ,3,Buy,192.8699951171875,9615.240005493164,2.0,10000.97999572754,2024-10-14
AIZ,4,Sell,194.7899932861328,10000.0,0.0,10000.0,2024-10-15
AIZ,5,Sell,196.6199951171875,10000.0,0.0,10000.0,2024-10-16
AIZ,6,Sell,198.05999755859375,10000.0,0.0,10000.0,2024-10-17
AIZ,7,Sell,197.36000061035156,10000.0,0.0,10000.0,2024-10-18
AIZ,8,Sell,194.6499938964844,10000.0,0.0,10000.0,2024-10-21
AIZ,9,Sell,192.6649932861328,10000.0,0.0,10000.0,2024-10-22
AJG,0,Hold,294.94000244140625,10000.0,0.0,10000.0,2024-10-09
AJG,1,Sell,285.70001220703125,10000.0,0.0,10000.0,2024-10-10
AJG,1,Sell,288.92999267578125,10000.0,0.0,10000.0,2024-10-23
AJG,1,Sell,288.07501220703125,10000.0,0.0,10000.0,2024-10-24
AJG,1,Sell,281.8399963378906,10000.0,0.0,10000.0,2024-10-25
AJG,2,Hold,287.9100036621094,10000.0,0.0,10000.0,2024-10-11
AJG,3,Hold,289.7099914550781,10000.0,0.0,10000.0,2024-10-14
AJG,4,Sell,287.57000732421875,10000.0,0.0,10000.0,2024-10-15
AJG,5,Sell,289.010009765625,10000.0,0.0,10000.0,2024-10-16
AJG,6,Sell,289.5950012207031,10000.0,0.0,10000.0,2024-10-17
AJG,7,Sell,288.4599914550781,10000.0,0.0,10000.0,2024-10-18
AJG,8,Sell,288.2749938964844,10000.0,0.0,10000.0,2024-10-21
AJG,9,Sell,287.07000732421875,10000.0,0.0,10000.0,2024-10-22
AKAM,0,Buy,103.11000061035156,9896.889999389648,1.0,10000.0,2024-10-09
AKAM,1,Hold,103.41999816894533,9896.889999389648,1.0,10000.309997558594,2024-10-10
AKAM,1,Buy,102.72000122070312,9794.169998168943,2.0,9999.610000610352,2024-10-23
AKAM,1,Buy,103.58999633789062,9793.300003051758,2.0,10000.47999572754,2024-10-24
AKAM,1,Buy,102.1050033569336,9794.784996032717,2.0,9998.995002746582,2024-10-25
AKAM,2,Hold,104.22000122070312,9896.889999389648,1.0,10001.110000610352,2024-10-11
AKAM,3,Buy,103.56999969482422,9793.319999694824,2.0,10000.459999084473,2024-10-14
AKAM,4,Buy,103.29000091552734,9793.59999847412,2.0,10000.180000305176,2024-10-15
AKAM,5,Buy,103.33999633789062,9793.550003051758,2.0,10000.22999572754,2024-10-16
AKAM,6,Buy,104.61000061035156,9792.279998779297,2.0,10001.5,2024-10-17
AKAM,7,Buy,106.48500061035156,9790.404998779297,2.0,10003.375,2024-10-18
AKAM,8,Buy,106.31999969482422,9790.569999694824,2.0,10003.209999084473,2024-10-21
AKAM,9,Buy,105.23999786376952,9791.65000152588,2.0,10002.129997253418,2024-10-22
ALB,0,Sell,101.91999816894533,10000.0,0.0,10000.0,2024-10-09
ALB,1,Hold,102.95999908447266,10000.0,0.0,10000.0,2024-10-10
ALB,1,Sell,93.95999908447266,10000.0,0.0,10000.0,2024-10-23
ALB,1,Sell,94.4800033569336,10000.0,0.0,10000.0,2024-10-24
ALB,1,Sell,93.87000274658205,10000.0,0.0,10000.0,2024-10-25
ALB,2,Sell,102.0199966430664,10000.0,0.0,10000.0,2024-10-11
ALB,3,Sell,99.5999984741211,10000.0,0.0,10000.0,2024-10-14
ALB,4,Sell,95.73999786376952,10000.0,0.0,10000.0,2024-10-15
ALB,5,Sell,98.43000030517578,10000.0,0.0,10000.0,2024-10-16
ALB,6,Sell,94.49500274658205,10000.0,0.0,10000.0,2024-10-17
ALB,7,Sell,94.8949966430664,10000.0,0.0,10000.0,2024-10-18
ALB,8,Sell,93.46499633789062,10000.0,0.0,10000.0,2024-10-21
ALB,9,Sell,95.60009765625,10000.0,0.0,10000.0,2024-10-22
ALGN,0,Hold,233.7899932861328,10000.0,0.0,10000.0,2024-10-09
ALGN,1,Sell,229.6499938964844,10000.0,0.0,10000.0,2024-10-10
ALGN,1,Sell,207.66000366210935,10000.0,0.0,10000.0,2024-10-23
ALGN,1,Sell,220.17999267578125,10000.0,0.0,10000.0,2024-10-24
ALGN,1,Sell,221.6999969482422,10000.0,0.0,10000.0,2024-10-25
ALGN,2,Sell,222.0399932861328,10000.0,0.0,10000.0,2024-10-11
ALGN,3,Hold,221.27000427246097,10000.0,0.0,10000.0,2024-10-14
ALGN,4,Sell,219.1499938964844,10000.0,0.0,10000.0,2024-10-15
ALGN,5,Sell,215.82000732421875,10000.0,0.0,10000.0,2024-10-16
ALGN,6,Sell,217.1000061035156,10000.0,0.0,10000.0,2024-10-17
ALGN,7,Sell,218.05999755859375,10000.0,0.0,10000.0,2024-10-18
ALGN,8,Sell,216.7740936279297,10000.0,0.0,10000.0,2024-10-21
ALGN,9,Sell,210.0800018310547,10000.0,0.0,10000.0,2024-10-22
